"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
1,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
2,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
3,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
4,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
5,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
6,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
7,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
8,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
9,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
10,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
11,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
12,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
13,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
14,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
15,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
16,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
17,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
18,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
19,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
20,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
21,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
22,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
23,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
24,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
25,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
26,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
27,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
28,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
29,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
30,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
31,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
32,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
33,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
34,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
35,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
36,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
37,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
38,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
39,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
40,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
41,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
42,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
43,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
44,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
45,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
46,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
47,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
48,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
49,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
50,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
51,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
52,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
53,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
54,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
55,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
56,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
57,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
58,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
59,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
60,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
61,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
62,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
63,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
64,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
65,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
66,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
67,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
68,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
69,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
70,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
71,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
72,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
73,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
74,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
75,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
76,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
77,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
78,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
79,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
80,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
81,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
82,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
83,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
84,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
85,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
86,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
87,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
88,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
89,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
90,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
91,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
92,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
93,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
94,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
95,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
96,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
97,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
98,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
99,0.0444089063845491,0.0196826177881658,0.12043301759134,0.0971829253290688,0.718292532906877
100,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
101,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
102,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
103,0.559569892473118,0.00198924731182796,0.0309677419354839,0.214838709677419,0.192634408602151
